Chinese,Pinyin,Wade-Giles,Romatzyh
原料,yuánliào,yüan² liao⁴,yuan liaw
原则,yuánzé,yüan² tse²,yuan tzer
圆,yuán,yüan²,yuan
圆满,yuánmǎn,yüan² man³,yuan maan
约会,yuēhuì,yüeh¹ hui⁴,iue huey
月底,yuè dǐ,yüeh⁴ ti³,yueh dii
阅读,yuèdú,yüeh⁴ tu²,yueh dwu
运动会,yùn dòng huì,yün⁴ tung⁴ hui⁴,yunn donq huey
运动员,yùn dòng yuán,yün⁴ tung⁴ yüan²,yunn donq yuan
运气,yùnqi,yün⁴ qi,yunn qi
运用,yùnyòng,yün⁴ yung⁴,yunn yonq
再三,zàisān,tsai⁴ san¹,tzay san
在乎,zàihu,tsai⁴ hu,tzay hu
在于,zàiyú,tsai⁴ yü²,tzay yu
赞成,zànchéng,tsan⁴ ch'eng²,tzann cherng
赞赏,zàn shǎng,tsan⁴ shang³,tzann shaang
赞助,zànzhù,tsan⁴ chu⁴,tzann juh
造型,zàoxíng,tsao⁴ hsing²,tzaw shyng
战斗,zhàndòu,chan⁴ tou⁴,jann dow
战胜,zhàn shèng,chan⁴ sheng⁴,jann shenq
战士,zhàn shì,chan⁴ shih⁴,jann shyh
战争,zhànzhēng,chan⁴ cheng¹,jann jeng
丈夫,zhàngfu,chang⁴ fu,janq fu
招呼,zhāo hu,chao¹ hu,jau hu
着火,zháohuǒ,chao² huo³,jaur huoo
着急,zháojí,chao² chi²,jaur jyi
召开,zhàokāi,chao⁴ k'ai¹,jaw kai
针,zhēn,chen¹,jen
针对,zhēnduì,chen¹ tui⁴,jen duey
阵,zhèn,chen⁴,jenn
争论,zhēnglùn,cheng¹ lun⁴,jeng luenn
征服,zhēngfú,cheng¹ fu²,jeng fwu
征求,zhēngqiú,cheng¹ ch'iu²,jeng chyou
政府,zhèngfǔ,cheng⁴ fu³,jenq fuu
政治,zhèngzhì,cheng⁴ chih⁴,jenq jyh
之后,zhī hòu,chih¹ hou⁴,jy how
之间,zhī jiān,chih¹ chien¹,jy jian
之前,zhī qián,chih¹ ch'ien²,jy chyan
之一,zhī yī,chih¹ i¹,jy i
支,zhī,chih¹,jy
植物,zhíwù,chih² wu⁴,jyr wuh
指挥,zhǐhuī,chih³ hui¹,jyy huei
制订,zhì dìng,chih⁴ ting⁴,jyh dinq
质量,zhìliàng,chih⁴ liang⁴,jyh lianq
治,zhì,chih⁴,jyh
治疗,zhìliáo,chih⁴ liao²,jyh liau
智力,zhìlì,chih⁴ li⁴,jyh lih
智能,zhìnéng,chih⁴ neng²,jyh neng
中介,zhōngjiè,chung¹ chieh⁴,jong jieh
种类,zhǒnglèi,chung³ lei⁴,joong ley
中奖,zhòng jiǎng,chung⁴ chiang³,jonq jeang
种,zhǒng,chung³,joong
种植,zhòngzhí,chung⁴ chih²,jonq jyr
重量,zhòngliàng,chung⁴ liang⁴,jonq lianq
逐步,zhúbù,chu² pu⁴,jwu buh
逐渐,zhújiàn,chu² chien⁴,jwu jiann
主题,zhǔtí,chu³ t'i²,juu tyi
主席,zhǔxí,chu³ hsi²,juu shyi
祝福,zhùfú,chu⁴ fu²,juh fwu
著名,zhùmíng,chu⁴ ming²,juh ming
著作,zhùzuò,chu⁴ tso⁴,juh tzuoh
抓紧,zhuājǐn,chua¹ chin³,jua jiin
专心,zhuānxīn,chuan¹ hsin¹,juan shin
转动,zhuǎn dòng,chuan³ tung⁴,joan donq
转告,zhuǎngào,chuan³ kao⁴,joan gaw
转身,zhuǎn shēn,chuan³ shen¹,joan shen
转弯,zhuǎn wān,chuan³ wan¹,joan uan
转移,zhuǎnyí,chuan³ i²,joan yi
装修,zhuāngxiū,chuang¹ hsiu¹,juang shiou
装置,zhuāng zhì,chuang¹ chih⁴,juang jyh
追求,zhuīqiú,chui¹ ch'iu²,juei chyou
准时,zhǔnshí,chun³ shih²,joen shyr
资料,zīliào,tzu¹ liao⁴,tzy liaw
资源,zīyuán,tzu¹ yüan²,tzy yuan
自,zì,tzu⁴,tzyh
自信,zìxìn,tzu⁴ hsin⁴,tzyh shinn
字母,zìmǔ,tzu⁴ mu³,tzyh muu
综合,zōnghé,tsung¹ ho²,tzong her
总共,zǒnggòng,tsung³ kung⁴,tzoong gonq
总理,zǒnglǐ,tsung³ li³,tzoong lii
总统,zǒngtǒng,tsung³ t'ung³,tzoong toong
总之,zǒngzhī,tsung³ chih¹,tzoong jy
阻止,zǔzhǐ,tsu³ chih³,tzuu jyy
嘴巴,zuǐ ba,tsui³ ba,tzoei ba
最初,zuìchū,tsui⁴ ch'u¹,tzuey chu
作出,zuò chū,tso⁴ ch'u¹,tzuoh chu
作为,zuòwéi,tso⁴ wei²,tzuoh wei
安慰,ānwèi,an¹ wei⁴,an wey
岸,àn,an⁴,ann
岸上,àn shàng,an⁴ shang⁴,ann shanq
按摩,ànmó,an⁴ mo²,ann mo
拔,bá,pa²,bar
白酒,bái jiǔ,pai² chiu³,bair jeou
拜访,bàifǎng,pai⁴ fang³,bay faang
版,bǎn,pan³,baan
扮演,bànyǎn,pan⁴ yan³,bann yean
棒,bàng,pang⁴,banq
包围,bāowéi,pao¹ wei²,bau wei
包装,bāozhuāng,pao¹ chuang¹,bau juang
保卫,bǎowèi,pao³ wei⁴,bao wey
保养,bǎoyǎng,pao³ yang³,bao yeang
报答,bàodá,pao⁴ ta²,baw dar
报警,bàojǐng,pao⁴ ching³,baw jiing
抱怨,bàoyuàn,pao⁴ yüan⁴,baw yuann
背包,bēi bāo,pei¹ pao¹,bei bau
悲剧,bēi jù,pei¹ chü⁴,bei jiuh
悲伤,bēi shāng,pei¹ shang¹,bei shang
北极,běijí,pei³ chi²,beei jyi
被动,bèidòng,pei⁴ tung⁴,bey donq
辈,bèi,pei⁴,bey
本人,běnrén,pen³ jen²,been ren
鼻子,bízi,pi² zi,byi zi
比重,bǐzhòng,pi³ chung⁴,bii jonq
彼此,bǐcǐ,pi³ tz'u³,bii tsyy
必,bì,pi⁴,bih
必需,bì xū,pi⁴ hsü¹,bih shiu
毕竟,bìjìng,pi⁴ ching⁴,bih jinq
闭幕,bì mù,pi⁴ mu⁴,bih muh
闭幕式,bì mù shì,pi⁴ mu⁴ shih⁴,bih muh shyh
边境,biānjìng,pien¹ ching⁴,bian jinq
编辑,biānjí,pien¹ chi²,bian jyi
变动,biàn dòng,pien⁴ tung⁴,biann donq
便利,biànlì,pien⁴ li⁴,biann lih
便条,biàntiáo,pien⁴ t'iao²,biann tyau
便于,biànyú,pien⁴ yü²,biann yu
宾馆,bīnguǎn,pin¹ kuan³,bin goan
饼,bǐng,ping³,biing
饼干,bǐnggān,ping³ kan¹,biing gan
病毒,bìngdú,ping⁴ tu²,binq dwu
玻璃,bōli,po¹ li,bo li
博客,bó kè,po² k'o⁴,bor keh
博览会,bólǎnhuì,po² lan³ hui⁴,bor laan huey
博士,bóshì,po² shih⁴,bor shyh
博物馆,bówùguǎn,po² wu⁴ kuan³,bor wuh goan
薄弱,bóruò,po² jo⁴,bor ruoh
补偿,bǔcháng,pu³ ch'ang²,buu charng
补贴,bǔtiē,pu³ t'ieh¹,buu tie
不曾,bù céng,pu⁴ ts'eng²,buh tserng
不敢当,bùgǎndāng,pu⁴ kan³ tang¹,buh gaan dang
不良,bù liáng,pu⁴ liang²,buh liang
不免,bùmiǎn,pu⁴ mien³,buh mean
不能不,bù néng bù,pu⁴ neng² pu⁴,buh neng buh
不时,bùshí,pu⁴ shih²,buh shyr
不停,bù tíng,pu⁴ t'ing²,buh tyng
不许,bù xǔ,pu⁴ hsü³,buh sheu
不止,bùzhǐ,pu⁴ chih³,buh jyy
不足,bùzú,pu⁴ tsu²,buh tzwu
部位,bùwèi,pu⁴ wei⁴,buh wey
猜,cāi,ts'ai¹,tsai
猜测,cāi cè,ts'ai¹ ts'e⁴,tsai tseh
裁判,cáipàn,ts'ai² p'an⁴,tsair pann
采购,cǎigòu,ts'ai³ kou⁴,tsae gow
彩票,cǎipiào,ts'ai³ p'iao⁴,tsae piaw
餐馆,cān guǎn,ts'an¹ kuan³,tsan goan
餐厅,cāntīng,ts'an¹ t'ing¹,tsan ting
餐饮,cān yǐn,ts'an¹ yin³,tsan yiin
草原,cǎo yuán,ts'ao³ yüan²,tsao yuan
册,cè,ts'e⁴,tseh
层次,céngcì,ts'eng² tz'u⁴,tserng tsyh
叉,chā,ch'a¹,cha
叉子,chāzi,ch'a¹ zi,cha zi
差别,chābié,ch'a¹ pieh²,cha bye
差距,chājù,ch'a¹ chü⁴,cha jiuh
插,chā,ch'a¹,cha
查询,chá xún,ch'a² hsün²,char shyun
拆,chāi,ch'ai¹,chai
拆除,chāi chú,ch'ai¹ ch'u²,chai chwu
产业,chǎnyè,ch'an³ yeh⁴,chaan yeh
长度,cháng dù,ch'ang² tu⁴,charng duh
长寿,cháng shòu,ch'ang² shou⁴,charng show
肠,cháng,ch'ang²,charng
尝,cháng,ch'ang²,charng
尝试,chángshì,ch'ang² shih⁴,charng shyh
厂长,chǎng zhǎng,ch'ang³ chang³,chaang jaang
场面,chǎngmiàn,ch'ang³ mien⁴,chaang miann
倡导,chàngdǎo,ch'ang⁴ tao³,chanq dao
超越,chāoyuè,ch'ao¹ yüeh⁴,chau yueh
车主,chē zhǔ,ch'e¹ chu³,che juu
称²,chēng,ch'eng¹,cheng
称号,chēnghào,ch'eng¹ hao⁴,cheng haw
成本,chéngběn,ch'eng² pen³,cherng been
成交,chéngjiāo,ch'eng² chiao¹,cherng jiau
成效,chéngxiào,ch'eng² hsiao⁴,cherng shiaw
成语,chéngyǔ,ch'eng² yü³,cherng yeu
承办,chéngbàn,ch'eng² pan⁴,cherng bann
城里,chéng lǐ,chénglǐ,chénglǐ
乘,chéng,ch'eng²,cherng
乘车,chéng chē,ch'eng² ch'e¹,cherng che
乘客,chéng kè,ch'eng² k'o⁴,cherng keh
乘坐,chéngzuò,ch'eng² tso⁴,cherng tzuoh
吃力,chīlì,ch'ih¹ li⁴,chy lih
池子,chí zi,ch'ih² zi,chyr zi
迟,chí,ch'ih²,chyr
冲动,chōngdòng,ch'ung¹ tung⁴,chong donq
冲突,chōngtū,ch'ung¹ t'u¹,chong tu
充足,chōngzú,ch'ung¹ tsu²,chong tzwu
愁,chóu,ch'ou²,chour
丑,chǒu,ch'ou³,choou
臭,chòu,ch'ou⁴,chow
出版,chūbǎn,ch'u¹ pan³,chu baan
出差,chūchāi,ch'u¹ ch'ai¹,chu chai
出汗,chū hàn,ch'u¹ han⁴,chu hann
出于,chū yú,ch'u¹ yü²,chu yu
初期,chū qī,ch'u¹ ch'i¹,chu chi
除非,chúfēi,ch'u² fei¹,chwu fei
除夕,chúxī,ch'u² hsi¹,chwu shi
厨房,chúfáng,ch'u² fang²,chwu farng
处罚,chǔ fá,ch'u³ fa²,chuu far
处分,chǔfèn,ch'u³ fen⁴,chuu fenn
处在,chǔ zài,ch'u³ tsai⁴,chuu tzay
传达,chuándá,ch'uan² ta²,chwan dar
传递,chuán dì,ch'uan² ti⁴,chwan dih
传真,chuánzhēn,ch'uan² chen¹,chwan jen
窗帘,chuānglián,ch'uang¹ lien²,chuang lian
闯,chuǎng,ch'uang³,choang
创立,chuànglì,ch'uang⁴ li⁴,chuanq lih
辞典,cí diǎn,tz'u² tien³,tsyr dean
辞职,cízhí,tz'u² chih²,tsyr jyr
此后,cǐ hòu,tz'u³ hou⁴,tsyy how
此刻,cǐ kè,tz'u³ k'o⁴,tsyy keh
此时,cǐ shí,tz'u³ shih²,tsyy shyr
聪明,cōngming,ts'ung¹ ming,tsong ming
从而,cóng’ér,ts'ung² erh²,tsorng erl
从中,cóng zhōng,ts'ung² chung¹,tsorng jong
脆,cuì,ts'ui⁴,tsuey
存款,cún kuǎn,ts'un² k'uan³,tswen koan
寸,cùn,ts'un⁴,tsuenn
达成,dáchéng,ta² ch'eng²,dar cherng
答,dá,ta²,dar
答复,dáfù,ta² fu⁴,dar fuh
打扮,dǎban,ta³ ban,daa ban
打包,dǎbāo,ta³ pao¹,daa bau
打击,dǎjī,ta³ chi¹,daa ji
打架,dǎjià,ta³ chia⁴,daa jiah
打扰,dǎrǎo,ta³ jao³,daa rao
大胆,dà dǎn,ta⁴ tan³,dah daan
大纲,dà gāng,ta⁴ kang¹,dah gang
大伙儿,dàhuǒr,ta⁴ huo³ r,dah huoo r
大奖赛,dà jiǎng sài,ta⁴ chiang³ sai⁴,dah jeang say
大脑,dà nǎo,ta⁴ nao³,dah nao
大事,dà shì,ta⁴ shih⁴,dah shyh
大厅,dà tīng,ta⁴ t'ing¹,dah ting
大象,dàxiàng,ta⁴ hsiang⁴,dah shianq
大熊猫,dà xióng māo,ta⁴ hsiung² mao¹,dah shyong mhau
大于,dà yú,ta⁴ yü²,dah yu
大致,dàzhì,ta⁴ chih⁴,dah jyh
呆,dāi,tai¹,dai
待,dāi,tai¹,dai
代价,dàijià,tai⁴ chia⁴,day jiah
代理,dàilǐ,tai⁴ li³,day lii
带有,dài yǒu,tai⁴ yu³,day yeou
贷款,dàikuǎn,tai⁴ k'uan³,day koan
单一,dān yī,tan¹ i¹,dan i
胆,dǎn,tan³,daan
胆小,dǎn xiǎo,tan³ hsiao³,daan sheau
蛋糕,dàngāo,tan⁴ kao¹,dann gau
当场,dāngchǎng,tang¹ ch'ang³,dang chaang
当代,dāngdài,tang¹ tai⁴,dang day
当年,dāng nián,tang¹ nien²,dang nian
当前,dāngqián,tang¹ ch'ien²,dang chyan
当选,dāngxuǎn,tang¹ hsüan³,dang sheuan
挡,dǎng,tang³,daang
到来,dào lái,tao⁴ lai²,daw lai
道德,dàodé,tao⁴ te²,daw der
得了,dé le,te² le,der le
得以,dé yǐ,te² i³,der yii
等候,děnghòu,teng³ hou⁴,deeng how
等级,děngjí,teng³ chi²,deeng jyi
低于,dī yú,ti¹ yü²,di yu
地带,dì dài,ti⁴ tai⁴,dih day
地形,dì xíng,ti⁴ hsing²,dih shyng
地震,dìzhèn,ti⁴ chen⁴,dih jenn
递,dì,ti⁴,dih
递给,dì gěi,ti⁴ kei³,dih geei
典礼,diǎnlǐ,tien³ li³,dean lii
点燃,diǎn rán,tien³ jan²,dean ran
电池,diànchí,tien⁴ ch'ih²,diann chyr
电饭锅,diàn fàn guō,tien⁴ fan⁴ kuo¹,diann fann guo
电子版,diàn zǐ bǎn,tien⁴ tzu³ pan³,diann tzyy baan
调动,diàodòng,tiao⁴ tung⁴,diaw donq
丢,diū,tiu¹,diou
动机,dòngjī,tung⁴ chi¹,donq ji
动手,dòngshǒu,tung⁴ shou³,donq shoou
动态,dòngtài,tung⁴ t'ai⁴,donq tay
动员,dòngyuán,tung⁴ yüan²,donq yuan
冻,dòng,tung⁴,donq
洞,dòng,tung⁴,donq
豆制品,dòu zhì pǐn,tou⁴ chih⁴ p'in³,dow jyh piin
毒,dú,tu²,dwu
堆,duī,tui¹,duei
对立,duìlì,tui⁴ li⁴,duey lih
对应,duìyìng,tui⁴ ying⁴,duey yinq
吨,dūn,tun¹,duen
朵,duǒ,to³,duoo
躲,duǒ,to³,duoo
耳朵,ěrduo,erh³ duo,eel duo
二维码,èr wéi mǎ,erh⁴ wei² ma³,ell wei maa
发布,fābù,fa¹ pu⁴,fa buh
发觉,fājué,fa¹ chüeh²,fa jyue
发射,fāshè,fa¹ she⁴,fa sheh
发行,fāxíng,fa¹ hsing²,fa shyng
罚,fá,fa²,far
罚款,fákuǎn,fa² k'uan³,far koan
法规,fǎ guī,fa³ kuei¹,faa guei
法制,fǎ zhì,fa³ chih⁴,faa jyh
繁荣,fánróng,fan² jung²,farn rong
返回,fǎn huí,fan³ hui²,faan hwei
防治,fángzhì,fang² chih⁴,farng jyh
放大,fàngdà,fang⁴ ta⁴,fanq dah
放弃,fàngqì,fang⁴ ch'i⁴,fanq chih
分成,fēn chéng,fen¹ ch'eng²,fen cherng
分解,fēnjiě,fen¹ chieh³,fen jiee
分类,fēn lèi,fen¹ lei⁴,fen ley
分离,fēn lí,fen¹ li²,fen li
分析,fēnxī,fen¹ hsi¹,fen shi
分享,fēn xiǎng,fen¹ hsiang³,fen sheang
丰收,fēngshōu,feng¹ shou¹,feng shou
风度,fēngdù,feng¹ tu⁴,feng duh
风光,fēngguāng,feng¹ kuang¹,feng guang
封,fēng,feng¹,feng
疯,fēng,feng¹,feng
疯狂,fēngkuáng,feng¹ k'uang²,feng kwang
扶,fú,fu²,fwu
服从,fúcóng,fu² ts'ung²,fwu tsorng
幅,fú,fu²,fwu
幅度,fúdù,fu² tu⁴,fwu duh
福利,fúlì,fu² li⁴,fwu lih
辅助,fǔzhù,fu³ chu⁴,fuu juh
负责人,fù zé rén,fu⁴ tse² jen²,fuh tzer ren
附件,fùjiàn,fu⁴ chien⁴,fuh jiann
改革,gǎigé,kai³ ko²,gae ger
干脆,gāncuì,kan¹ ts'ui⁴,gan tsuey
干扰,gānrǎo,kan¹ jao³,gan rao
干预,gānyù,kan¹ yü⁴,gan yuh
感想,gǎnxiǎng,kan³ hsiang³,gaan sheang
钢笔,gāng bǐ,kang¹ pi³,gang bii
钢琴,gāng qín,kang¹ ch'in²,gang chyn
高大,gāo dà,kao¹ ta⁴,gau dah
高度,gāo dù,kao¹ tu⁴,gau duh
高跟鞋,gāo gēn xié,kao¹ ken¹ hsieh²,gau gen shye
高温,gāo wēn,kao¹ wen¹,gau uen
高于,gāo yú,kao¹ yü²,gau yu
高原,gāo yuán,kao¹ yüan²,gau yuan
搞,gǎo,kao³,gao
搞好,gǎo hǎo,kao³ hao³,gao hao
歌曲,gē qǔ,ko¹ ch'ü³,ge cheu
隔壁,gébì,ko² pi⁴,ger bih
个儿,gèr,ko⁴ r,geh r
跟前,gēnqián,ken¹ ch'ien²,gen chyan
跟随,gēnsuí,ken¹ sui²,gen swei
更换,gēng huàn,keng¹ huan⁴,geng huann
更新,gēngxīn,keng¹ hsin¹,geng shin
工艺,gōng yì,kung¹ i⁴,gong yih
工作日,gōng zuò rì,kung¹ tso⁴ jih⁴,gong tzuoh ryh
公告,gōnggào,kung¹ kao⁴,gong gaw
公认,gōngrèn,kung¹ jen⁴,gong renn
公式,gōngshì,kung¹ shih⁴,gong shyh
公正,gōngzhèng,kung¹ cheng⁴,gong jenq
共计,gòngjì,kung⁴ chi⁴,gonq jih
共享,gòng xiǎng,kung⁴ hsiang³,gonq sheang
沟,gōu,kou¹,gou
沟通,gōutōng,kou¹ t'ung¹,gou tong
估计,gūjì,ku¹ chi⁴,gu jih
古老,gǔ lǎo,ku³ lao³,guu lao
鼓,gǔ,ku³,guu
鼓励,gǔlì,ku³ li⁴,guu lih
鼓掌,gǔzhǎng,ku³ chang³,guu jaang
顾问,gùwèn,ku⁴ wen⁴,guh wenn
怪,guài,kuai⁴,guay
关怀,guānhuái,kuan¹ huai²,guan hwai
关键,guānjiàn,kuan¹ chien⁴,guan jiann
冠军,guànjūn,kuan⁴ chün¹,guann jiun
光荣,guāngróng,kuang¹ jung²,guang rong
光线,guāng xiàn,kuang¹ hsien⁴,guang shiann
广泛,guǎngfàn,kuang³ fan⁴,goang fann
规划,guīhuà,kuei¹ hua⁴,guei huah
鬼,guǐ,kuei³,goei
柜子,guì zi,kuei⁴ zi,guey zi
滚,gǔn,kun³,goen
锅,guō,kuo¹,guo
国籍,guójí,kuo² chi²,gwo jyi
国民,guó mín,kuo² min²,gwo min
过度,guòdù,kuo⁴ tu⁴,guoh duh
过敏,guòmǐn,kuo⁴ min³,guoh miin
过于,guòyú,kuo⁴ yü²,guoh yu
害,hài,hai⁴,hay
汗,hàn,han⁴,hann
好运,hǎo yùn,hao³ yün⁴,hao yunn
号召,hàozhào,hao⁴ chao⁴,haw jaw
合并,hébìng,ho² ping⁴,her binq
合成,héchéng,ho² ch'eng²,her cherng
盒,hé,ho²,her
盒饭,hé fàn,ho² fan⁴,her fann
盒子,hézi,ho² zi,her zi
贺卡,hè kǎ,ho⁴ k'a³,heh kaa
恨,hèn,hen⁴,henn
猴,hóu,hou²,hour
后悔,hòuhuǐ,hou⁴ hui³,how hoei
胡子,hú zi,hu² zi,hwu zi
虎,hǔ,hu³,huu
华语,huá yǔ,hua² yü³,hwa yeu
滑,huá,hua²,hwa
化石,huàshí,hua⁴ shih²,huah shyr
划分,huàfēn,hua⁴ fen¹,huah fen
画面,huà miàn,hua⁴ mien⁴,huah miann
环节,huánjié,huan² chieh²,hwan jye
慌,huāng,huang¹,huang
慌忙,huāng máng,huang¹ mang²,huang mang
灰色,huī sè,hui¹ se⁴,huei seh
恢复,huīfù,hui¹ fu⁴,huei fuh
回报,huíbào,hui² pao⁴,hwei baw
回避,huíbì,hui² pi⁴,hwei bih
回顾,huígù,hui² ku⁴,hwei guh
回收,huíshōu,hui² shou¹,hwei shou
回头,huí tóu,hui² t'ou²,hwei tour
回信,huí xìn,hui² hsin⁴,hwei shinn
回忆,huíyì,hui² i⁴,hwei yih
汇款,huì kuǎn,hui⁴ k'uan³,huey koan
会谈,huì tán,hui⁴ t'an²,huey tarn
活力,huólì,huo² li⁴,hwo lih
火柴,huǒchái,huo³ ch'ai²,huoo chair
火腿,huǒ tuǐ,huo³ t'ui³,huoo toei
火灾,huǒ zāi,huo³ tsai¹,huoo tzai
或是,huò shì,huo⁴ shih⁴,huoh shyh
机器人,jī qì rén,chi¹ ch'i⁴ jen²,ji chih ren
机制,jī zhì,chi¹ chih⁴,ji jyh
肌肉,jīròu,chi¹ jou⁴,ji row
基地,jīdì,chi¹ ti⁴,ji dih
基金,jījīn,chi¹ chin¹,ji jin
即使,jíshǐ,chi² shih³,jyi shyy
集团,jítuán,chi² t'uan²,jyi twan
挤,jǐ,chi³,jii
记忆,jìyì,chi⁴ i⁴,jih yih
技能,jì néng,chi⁴ neng²,jih neng
继承,jìchéng,chi⁴ ch'eng²,jih cherng
加热,jiā rè,chia¹ je⁴,jia reh
加上,jiā shàng,chia¹ shang⁴,jia shanq
加速,jiā sù,chia¹ su⁴,jia suh
加以,jiā yǐ,chia¹ i³,jia yii
夹,jiā,chia¹,jia
甲,jiǎ,chia³,jea
价,jià,chia⁴,jiah
驾驶,jiàshǐ,chia⁴ shih³,jiah shyy
驾照,jià zhào,chia⁴ chao⁴,jiah jaw
坚定,jiāndìng,chien¹ ting⁴,jian dinq
肩,jiān,chien¹,jian
艰苦,jiānkǔ,chien¹ k'u³,jian kuu
艰难,jiānnán,chien¹ nan²,jian nan
检验,jiǎnyàn,chien³ yan⁴,jean yann
减轻,jiǎn qīng,chien³ ch'ing¹,jean ching
剪,jiǎn,chien³,jean
剪刀,jiǎndāo,chien³ tao¹,jean dau
剪子,jiǎn zi,chien³ zi,jean zi
间接,jiànjiē,chien⁴ chieh¹,jiann jie
建造,jiàn zào,chien⁴ tsao⁴,jiann tzaw
建筑,jiànzhù,chien⁴ chu⁴,jiann juh
健全,jiànquán,chien⁴ ch'üan²,jiann chyuan
键,jiàn,chien⁴,jiann
键盘,jiànpán,chien⁴ p'an²,jiann parn
将,jiāng,chiang¹,jiang
将要,jiāng yào,chiang¹ yao⁴,jiang yaw
奖励,jiǎnglì,chiang³ li⁴,jeang lih
交代,jiāodài,chiao¹ tai⁴,jiau day
郊区,jiāoqū,chiao¹ ch'ü¹,jiau chiu
胶带,jiāo dài,chiao¹ tai⁴,jiau day
胶水,jiāoshuǐ,chiao¹ shui³,jiau shoei
脚步,jiǎo bù,chiao³ pu⁴,jeau buh
接触,jiēchù,chieh¹ ch'u⁴,jie chuh
接连,jiēlián,chieh¹ lien²,jie lian
解除,jiěchú,chieh³ ch'u²,jiee chwu
解放,jiěfàng,chieh³ fang⁴,jiee fanq
戒,jiè,chieh⁴,jieh
届,jiè,chieh⁴,jieh
今日,jīn rì,chin¹ jih⁴,jin ryh
尽管,jǐnguǎn,chin³ kuan³,jiin goan
紧紧,jǐn jǐn,chin³ chin³,jiin jiin
尽可能,jǐn kě néng,chin³ k'o³ neng²,jiin kee neng
进化,jìnhuà,chin⁴ hua⁴,jinn huah
近来,jìnlái,chin⁴ lai²,jinn lai
经费,jīngfèi,ching¹ fei⁴,jing fey
景象,jǐng xiàng,ching³ hsiang⁴,jiing shianq
警告,jǐnggào,ching³ kao⁴,jiing gaw
竞赛,jìngsài,ching⁴ sai⁴,jinq say
竞争,jìngzhēng,ching⁴ cheng¹,jinq jeng
酒鬼,jiǔ guǐ,chiu³ kuei³,jeou goei
救灾,jiù zāi,chiu⁴ tsai¹,jiow tzai
居然,jūrán,chü¹ jan²,jiu ran
局面,júmiàn,chü² mien⁴,jyu miann
局长,jú zhǎng,chü² chang³,jyu jaang
举动,jǔdòng,chü³ tung⁴,jeu donq
拒绝,jùjué,chü⁴ chüeh²,jiuh jyue
俱乐部,jùlèbù,chü⁴ le⁴ pu⁴,jiuh leh buh
剧本,jùběn,chü⁴ pen³,jiuh been
决不,jué bù,chüeh² pu⁴,jyue buh
绝望,juéwàng,chüeh² wang⁴,jyue wanq
军人,jūn rén,chün¹ jen²,jiun ren
开幕,kāi mù,k'ai¹ mu⁴,kai muh
开幕式,kāimùshì,k'ai¹ mu⁴ shih⁴,kai muh shyh
看成,kàn chéng,k'an⁴ ch'eng²,kann cherng
看出,kàn chū,k'an⁴ ch'u¹,kann chu
看待,kàndài,k'an⁴ tai⁴,kann day
考核,kǎohé,k'ao³ ho²,kao her
烤肉,kǎo ròu,k'ao³ jou⁴,kao row
烤鸭,kǎoyā,k'ao³ ya¹,kao ia
靠近,kào jìn,k'ao⁴ chin⁴,kaw jinn
颗,kē,k'o¹,ke
可,kě,k'o³,kee
可怜,kělián,k'o³ lien²,kee lian
可惜,kěxī,k'o³ hsi¹,kee shi
渴望,kěwàng,k'o³ wang⁴,kee wanq
刻,kè,k'o⁴,keh
客户,kèhù,k'o⁴ hu⁴,keh huh
客厅,kètīng,k'o⁴ t'ing¹,keh ting
课题,kètí,k'o⁴ t'i²,keh tyi
肯定,kěndìng,k'en³ ting⁴,keen dinq
空中,kōng zhōng,k'ung¹ chung¹,kong jong
控制,kòngzhì,k'ung⁴ chih⁴,konq jyh
口号,kǒu hào,k'ou³ hao⁴,koou haw
库,kù,k'u⁴,kuh
快活,kuàihuo,k'uai⁴ huo,kuay huo
宽度,kuān dù,k'uan¹ tu⁴,kuan duh
狂,kuáng,k'uang²,kwang
亏,kuī,k'uei¹,kuei
困扰,kùn rǎo,k'un⁴ jao³,kuenn rao
落,là,la⁴,lah
来信,lái xìn,lai² hsin⁴,lai shinn
烂,làn,lan⁴,lann
朗读,lǎngdú,lang³ tu²,laang dwu
浪漫,làngmàn,lang⁴ man⁴,lanq mann
劳动,láodòng,lao² tung⁴,lau donq
梨,lí,li²,li
礼,lǐ,li³,lii
礼拜,lǐ bài,li³ pai⁴,lii bay
礼貌,lǐmào,li³ mao⁴,lii maw
厉害,lìhai,li⁴ hai,lih hai
立,lì,li⁴,lih
立场,lìchǎng,li⁴ ch'ang³,lih chaang
利润,lìrùn,li⁴ jun⁴,lih ruenn
例外,lìwài,li⁴ wai⁴,lih way
连接,lián jiē,lien² chieh¹,lian jie
联络,liánluò,lien² lo⁴,lian luoh
联想,liánxiǎng,lien² hsiang³,lian sheang
脸盆,liǎn pén,lien³ p'en²,lean pern
脸色,liǎn sè,lien³ se⁴,lean seh
恋爱,liàn’ài,lien⁴ ai⁴,liann ay
两岸,liǎng àn,liang³ an⁴,leang ann
邻居,línjū,lin² chü¹,lin jiu
铃,líng,ling²,ling
铃声,líng shēng,ling² sheng¹,ling sheng
领带,lǐng dài,ling³ tai⁴,liing day
令,lìng,ling⁴,linq
流动,liú dòng,liu² tung⁴,liou donq
流通,liútōng,liu² t'ung¹,liou tong
漏,lòu,lou⁴,low
漏洞,lòu dòng,lou⁴ tung⁴,low donq
逻辑,luóji,lo² ji,luo ji
